label,val
magmatic_Th_Q1,48.16
magmatic_Th_Med,144.5
magmatic_Th_Q3,320.0
magmatic_Tm_Q1,23.3
magmatic_Tm_Med,37.0
magmatic_Tm_Q3,56.71
magmatic_U_Q1,151.22
magmatic_U_Med,386.0
magmatic_U_Q3,751.0
magmatic_Yb_Q1,219.0
magmatic_Yb_Med,358.0
magmatic_Yb_Q3,558.18
