Tm_Q1,Tm_Q2,Tm_Q3,U_Q1,U_Q2,U_Q3,Yb_Q1,Yb_Q2,Yb_Q3
21.69,34.37,53.4,142.0,299.0,610.0,217.0,341.0,535.0
