Ce_Q1,Ce_Q2,Ce_Q3,Dy_Q1,Dy_Q2,Dy_Q3,Er_Q1,Er_Q2,Er_Q3,Eu_Q1,Eu_Q2,Eu_Q3,Gd_Q1,Gd_Q2,Gd_Q3
6.86,14.71,28.93,57.3,90.9,146.0,101.0,158.19,248.7,0.29,0.59,1.33,12.9,19.91,34.5
