label,val
hydrothermal_Ho_Q1,44.0
hydrothermal_Ho_Med,83.0
hydrothermal_Ho_Q3,213.0
hydrothermal_Lu_Q1,78.0
hydrothermal_Lu_Med,150.0
hydrothermal_Lu_Q3,274.0
hydrothermal_Nd_Q1,4.63
hydrothermal_Nd_Med,19.8
hydrothermal_Nd_Q3,73.49
hydrothermal_Sm_Q1,5.75
hydrothermal_Sm_Med,18.52
hydrothermal_Sm_Q3,56.8
