label,val
detrital_Gd_Q1,12.8
detrital_Gd_Med,19.1
detrital_Gd_Q3,31.7
detrital_Ho_Q1,21.6
detrital_Ho_Med,32.3
detrital_Ho_Q3,47.7
detrital_Lu_Q1,41.7
detrital_Lu_Med,61.0
detrital_Lu_Q3,86.4
detrital_Nd_Q1,0.82
detrital_Nd_Med,1.44
detrital_Nd_Q3,3.36
