label,val
metamorphic_Th_Q1,38.37
metamorphic_Th_Med,60.16
metamorphic_Th_Q3,129.0
metamorphic_Tm_Q1,2.66
metamorphic_Tm_Med,13.05
metamorphic_Tm_Q3,23.35
metamorphic_U_Q1,135.0
metamorphic_U_Med,415.69
metamorphic_U_Q3,703.0
metamorphic_Yb_Q1,29.69
metamorphic_Yb_Med,144.18
metamorphic_Yb_Q3,245.93
