class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
magmatic,17.28,139.1,293.0,1.62,23.73,60.1,165.8,1.24,7.95,173.0,75.2,362.0,684.0
magmatic,27.8,146.0,372.0,0.61,19.2,66.0,245.0,0.87,6.07,249.0,103.0,730.0,850.0
magmatic,9.6,25.0,46.4,0.31,5.72,9.9,23.5,1.33,2.36,9.43,11.0,31.0,114.0
magmatic,6.97,29.4,53.1,0.33,6.41,11.5,25.9,0.38,2.52,12.51,13.26,42.8,139.1
magmatic,8.63,47.6,82.9,0.57,10.75,17.89,38.2,0.68,4.23,16.08,19.75,47.4,185.8
magmatic,9.06,47.9,82.8,0.54,10.69,17.6,34.97,0.64,4.27,17.24,19.07,47.9,178.5
magmatic,9.98,66.5,106.4,0.83,16.6,24.5,40.8,1.08,7.14,24.1,23.9,49.0,213.0
magmatic,8.98,32.4,58.9,0.36,6.76,12.59,28.7,0.47,2.74,15.89,14.63,50.3,152.5
magmatic,9.29,40.4,74.6,0.43,8.4,15.5,36.9,0.52,3.41,17.28,18.65,52.2,182.9
magmatic,7.79,28.1,56.4,0.38,5.92,11.41,33.1,0.42,2.39,20.22,15.03,59.5,160.1
magmatic,13.8,35.8,65.1,0.49,8.16,13.44,32.8,2.43,4.18,23.8,15.82,66.0,161.8
magmatic,12.14,104.1,158.1,1.75,30.5,37.4,60.3,3.2,15.25,34.8,35.1,69.4,299.0
magmatic,13.4,98.0,148.0,1.49,26.9,35.1,56.4,2.11,12.7,37.6,33.2,72.2,270.0
magmatic,10.95,58.8,106.7,0.7,13.17,22.6,51.5,0.87,5.58,25.9,26.0,75.4,244.0
magmatic,12.13,87.4,144.7,1.02,21.59,34.2,62.3,1.79,8.91,37.4,34.3,82.2,288.7
magmatic,7.57,15.39,33.8,0.21,3.15,6.55,28.4,0.23,1.3,24.29,9.78,101.6,131.2
magmatic,15.94,167.1,242.3,2.28,42.5,58.4,83.0,3.72,19.29,60.8,52.9,102.0,421.0
magmatic,27.6,115.2,196.0,1.34,26.12,43.8,76.7,2.11,11.65,92.4,45.3,176.0,378.0
magmatic,21.7,285.0,445.0,3.44,68.3,106.5,160.0,6.43,30.1,151.0,101.1,217.0,769.0
magmatic,39.2,302.0,436.0,5.15,92.3,102.8,147.4,9.39,46.6,177.0,93.0,220.0,713.0
magmatic,5.96,61.0,130.8,0.48,11.87,25.21,49.6,0.71,4.0,18.31,29.5,49.9,253.8
magmatic,6.38,58.0,127.7,0.43,10.9,25.49,48.8,0.65,3.74,17.12,29.2,52.4,249.0
magmatic,6.89,49.4,102.7,0.39,9.22,20.06,40.9,0.6,3.24,21.41,24.02,62.2,210.4
magmatic,6.88,59.9,133.2,0.47,11.19,28.29,53.7,0.74,3.98,20.02,31.0,62.6,262.4
magmatic,8.22,56.4,107.2,0.41,10.33,26.18,42.2,0.6,3.58,23.08,25.61,63.2,213.1
magmatic,7.07,50.8,112.9,0.41,9.81,22.05,43.8,0.64,3.38,19.23,25.87,63.9,226.2
magmatic,8.56,67.8,130.4,0.48,11.79,31.4,52.1,0.62,4.11,26.32,29.9,70.8,258.4
magmatic,8.79,106.4,158.2,1.03,21.77,44.4,61.4,1.93,9.66,33.6,36.3,71.7,290.7
magmatic,6.71,68.8,158.3,0.58,12.81,31.8,67.6,0.98,4.82,18.32,36.5,71.9,318.0
magmatic,8.05,80.5,169.0,0.71,16.5,38.2,62.5,1.33,6.52,26.2,37.2,72.2,309.0
magmatic,8.57,93.1,177.8,0.92,20.5,42.4,63.9,1.92,8.87,32.4,39.4,79.9,320.0
magmatic,7.83,57.7,131.2,0.49,11.1,25.18,55.2,0.84,3.94,28.13,30.18,84.0,269.0
magmatic,8.33,121.3,227.0,1.4,28.92,46.6,78.1,2.85,12.75,39.8,49.9,86.1,394.0
magmatic,8.0,113.4,233.1,1.02,22.68,52.0,81.0,2.5,9.35,37.2,51.9,87.0,403.0
magmatic,9.59,102.0,179.4,0.79,19.13,45.6,69.3,1.28,7.55,33.8,41.5,87.1,334.6
magmatic,5.41,42.9,103.1,0.47,8.35,18.49,53.5,0.65,3.06,26.98,26.0,87.2,250.3
magmatic,7.19,82.2,193.1,0.79,16.73,37.9,82.4,1.74,6.79,28.02,44.6,95.1,369.0
magmatic,9.26,90.7,184.7,0.89,19.32,41.6,72.6,1.61,7.93,35.92,42.7,95.5,347.5
magmatic,9.46,122.5,240.7,1.3,28.71,49.2,84.1,2.47,12.02,42.8,52.2,98.1,422.0
magmatic,10.86,159.5,253.0,1.6,33.9,67.0,90.4,3.19,15.7,53.7,55.7,110.3,425.0
magmatic,7.59,19.72,38.6,0.36,4.35,8.5,23.4,0.28,1.67,13.62,10.01,36.0,123.0
magmatic,12.37,67.0,120.7,1.43,16.89,27.8,61.0,0.87,6.84,31.1,29.9,58.0,248.0
magmatic,15.24,118.8,241.7,2.24,25.83,49.5,129.3,1.28,10.11,46.8,61.8,101.1,437.0
magmatic,32.0,232.0,406.0,4.7,56.8,94.8,175.0,3.53,24.4,76.6,96.7,107.3,606.0
magmatic,9.3,16.8,32.0,0.22,3.28,6.5,19.7,0.17,1.14,41.3,8.7,111.0,104.0
magmatic,5.19,36.11,70.3,0.67,7.22,14.17,34.9,0.42,2.79,26.9,17.52,116.0,168.2
magmatic,10.51,42.5,85.9,0.78,9.34,17.93,50.6,0.51,3.58,54.3,21.74,134.0,219.1
magmatic,17.82,41.6,81.1,0.53,8.14,16.18,48.8,0.37,2.68,69.8,21.61,144.5,215.4
magmatic,16.9,47.8,104.0,0.62,8.7,20.2,69.3,0.52,2.99,63.7,29.6,158.0,281.0
magmatic,24.1,353.0,604.0,6.83,79.9,141.0,272.0,2.45,25.6,121.0,140.0,164.0,997.0
magmatic,22.42,63.5,128.4,0.73,11.9,25.3,71.9,0.48,3.74,86.9,33.6,222.2,319.0
magmatic,32.0,77.2,141.9,1.07,16.42,30.1,66.2,0.95,6.53,154.0,36.2,250.0,317.0
magmatic,23.6,55.0,102.5,0.79,11.89,21.2,54.4,0.66,4.49,127.6,27.9,253.7,247.1
magmatic,27.6,59.5,103.0,0.86,13.46,22.0,46.3,0.97,5.33,184.2,25.9,261.0,230.0
magmatic,16.9,35.5,79.8,0.78,8.0,15.0,59.1,1.21,3.6,80.0,22.3,345.0,227.0
magmatic,30.6,98.0,206.0,1.67,22.1,42.2,123.1,0.99,7.63,284.0,53.9,382.0,420.0
magmatic,31.5,135.1,221.0,3.15,37.2,52.9,105.6,1.62,14.47,325.0,53.8,392.0,390.0
magmatic,34.3,100.6,194.2,2.29,25.07,41.7,116.2,1.84,10.66,521.0,51.9,594.0,416.0
magmatic,78.1,193.0,314.7,3.07,50.0,73.4,132.1,3.21,21.51,521.0,77.5,600.0,593.0
magmatic,33.7,118.7,224.0,2.13,27.9,49.0,124.3,2.93,11.16,271.0,57.9,610.0,439.0
magmatic,37.74,183.66,260.04,3.86,56.98,69.46,85.84,7.35,11.72,265.61,59.26,175.2,474.08
magmatic,41.73,118.59,179.6,1.66,34.95,46.0,64.6,3.61,6.06,258.62,42.51,228.17,359.42
magmatic,7.92,89.1,172.72,0.35,15.75,38.13,78.93,0.34,2.28,129.89,44.94,1280.37,410.91
magmatic,8.18,17.17,37.91,0.14,3.5,7.73,23.38,0.25,0.39,70.51,10.83,231.1,101.34
magmatic,6.7,11.85,26.68,0.1,2.12,5.94,21.28,0.32,0.68,57.69,7.95,192.98,85.23
metamorphic,4.09,8.02,18.57,0.27,1.73,3.52,15.93,0.06,0.43,31.86,4.84,383.83,60.9
metamorphic,4.06,7.03,16.71,0.21,1.33,2.98,13.52,0.08,0.5,38.28,4.16,682.81,49.2
metamorphic,4.49,8.59,20.5,0.25,2.0,3.6,15.97,0.93,0.9,50.65,4.66,925.44,57.26
metamorphic,5.13,9.58,21.1,0.23,2.18,4.47,17.19,0.11,0.33,47.35,6.31,588.81,68.61
metamorphic,4.37,8.35,18.81,0.3,2.07,3.87,16.33,0.18,0.46,33.41,4.92,387.35,62.26
metamorphic,4.32,8.59,19.38,0.22,2.35,3.73,16.2,0.21,0.49,48.87,5.78,552.16,64.17
metamorphic,3.88,9.67,22.06,0.27,2.42,4.62,19.32,0.08,0.35,35.29,7.16,666.69,78.49
metamorphic,3.06,7.74,19.11,0.13,1.32,3.69,18.05,0.09,0.24,24.57,6.03,523.52,70.7
metamorphic,3.84,7.02,15.68,0.19,2.25,3.46,14.07,0.08,0.32,48.79,4.8,717.76,55.66
metamorphic,3.32,8.33,19.42,0.46,1.49,3.45,16.42,0.57,0.21,30.23,5.28,499.12,60.69
metamorphic,3.18,7.4,18.96,0.16,1.13,3.24,17.3,0.33,0.25,22.33,5.32,356.43,63.39
magmatic,11.26,102.36,194.17,0.48,19.71,41.2,80.25,0.4,2.15,339.51,41.93,1394.07,403.23
magmatic,12.23,73.39,137.35,0.57,15.94,28.4,59.31,0.95,2.04,179.62,29.56,583.12,288.19
magmatic,10.36,104.82,183.13,1.25,26.59,39.94,77.75,2.78,4.7,212.67,39.19,622.03,379.08
magmatic,24.55,129.43,254.16,0.93,25.94,51.75,115.56,1.87,3.84,389.1,55.96,1079.08,554.74
magmatic,14.66,83.6,164.61,0.58,16.35,33.97,80.56,0.59,2.61,304.98,38.08,1161.25,383.24
magmatic,10.14,63.82,136.37,0.86,13.61,27.8,68.96,2.02,1.94,118.66,30.97,440.08,313.39
magmatic,9.62,135.0,234.93,0.88,33.85,51.87,89.58,2.08,5.95,298.82,48.61,780.79,455.63
magmatic,7.95,84.3,171.71,0.52,16.16,35.01,84.3,0.14,2.0,198.81,39.1,1046.23,397.63
magmatic,20.58,98.98,191.93,0.88,23.08,39.92,83.44,2.51,3.09,322.48,42.02,975.09,407.11
magmatic,10.72,62.81,125.69,0.47,14.81,26.14,59.3,0.49,2.46,140.21,27.79,488.32,280.24
magmatic,9.71,72.73,144.46,0.57,16.71,29.09,70.93,1.23,2.59,186.64,33.74,636.09,330.47
magmatic,7.68,71.04,127.88,0.64,17.37,27.8,61.45,1.03,2.96,121.13,28.4,388.19,283.21
magmatic,11.1,63.5,137.0,0.27,10.7,26.7,74.7,0.29,1.08,275.0,33.0,1442.0,344.0
magmatic,11.8,47.4,93.8,0.38,10.5,18.8,49.3,1.4,1.28,273.0,22.5,1300.0,231.0
magmatic,35.0,162.0,319.0,1.93,35.9,66.2,151.0,3.55,6.68,927.0,71.6,1810.0,710.0
metamorphic,4.01,9.56,22.73,0.21,2.0,3.98,17.97,0.17,0.14,42.14,6.32,555.6,78.97
metamorphic,3.39,7.14,17.4,0.13,1.32,3.03,13.66,0.1,0.23,30.12,4.73,511.06,61.28
metamorphic,3.35,7.14,17.07,0.2,1.26,2.87,14.9,0.09,0.34,32.65,4.75,557.66,65.05
metamorphic,3.14,7.43,16.88,0.17,1.41,3.15,14.66,0.02,0.06,26.8,4.82,550.84,61.01
metamorphic,3.5,9.71,21.84,0.27,1.7,4.08,17.12,0.21,0.2,27.1,6.12,336.43,81.28
metamorphic,3.84,10.69,25.85,0.2,2.2,4.95,20.53,0.27,0.26,46.06,7.55,553.93,95.32
metamorphic,4.08,9.39,22.98,0.22,1.66,3.81,20.91,0.03,0.29,42.82,6.85,675.04,98.04
metamorphic,3.22,7.35,18.43,0.16,0.93,3.21,15.13,0.04,0.1,28.69,5.09,453.54,72.19
metamorphic,4.84,8.9,21.19,0.25,1.82,3.63,16.27,0.16,0.2,49.63,5.71,581.6,76.14
metamorphic,3.58,10.7,30.05,0.21,2.25,4.89,28.8,0.14,0.17,33.3,9.11,483.12,126.3
magmatic,23.1,56.7,103.0,0.39,14.4,25.1,45.6,0.95,2.34,194.0,25.2,201.0,200.0
magmatic,26.1,39.5,85.5,0.19,7.45,18.0,47.5,0.34,1.15,139.0,22.6,327.0,200.0
magmatic,21.3,87.8,145.0,0.83,23.8,35.5,62.5,2.21,5.33,238.0,34.8,240.0,276.0
magmatic,35.5,83.2,155.0,0.29,18.9,37.0,71.4,1.16,3.8,448.0,39.2,513.0,312.0
magmatic,22.3,43.4,99.0,0.23,9.72,21.0,54.0,0.78,1.39,114.0,25.3,177.0,222.0
magmatic,19.9,66.2,127.0,0.42,14.7,29.2,58.8,0.83,2.5,172.0,31.6,228.0,253.0
magmatic,29.2,116.0,191.0,0.88,31.4,47.4,76.2,1.9,5.62,324.0,43.5,238.0,345.0
magmatic,17.5,38.6,87.1,0.2,8.59,18.6,49.0,0.65,1.04,160.0,23.3,260.0,199.0
magmatic,8.63,21.6,46.3,0.25,4.13,10.4,29.8,0.05,0.83,77.3,12.8,182.0,117.0
magmatic,19.9,44.8,98.2,0.12,9.35,21.4,54.1,0.31,1.74,182.0,26.1,268.0,234.0
magmatic,21.0,48.5,99.8,0.26,10.0,21.7,49.5,0.53,1.67,190.0,25.8,269.0,224.0
magmatic,25.1,67.2,124.0,0.54,16.1,28.8,56.1,0.74,2.47,241.0,30.7,291.0,253.0
magmatic,22.8,72.8,124.0,0.6,19.4,31.1,53.3,1.91,3.24,300.0,30.4,273.0,244.0
magmatic,18.0,52.6,95.4,0.4,12.0,22.2,41.2,0.8,2.14,150.0,23.8,165.0,191.0
magmatic,25.0,106.0,173.0,1.09,31.8,44.2,65.8,1.85,5.37,249.0,41.7,190.0,322.0
magmatic,20.9,127.0,195.0,1.36,38.8,50.7,72.0,4.63,8.25,295.0,43.9,215.0,340.0
magmatic,35.6,180.0,289.0,1.59,51.1,70.6,109.0,5.92,9.92,580.0,66.6,434.0,525.0
magmatic,19.0,89.2,140.0,0.91,25.6,35.8,54.5,2.7,5.64,178.0,33.1,145.0,266.0
magmatic,19.9,51.4,89.8,0.63,14.1,21.5,38.1,0.9,2.64,120.0,22.3,124.0,184.0
magmatic,17.5,55.3,98.3,0.4,12.7,23.0,41.7,1.38,2.25,163.0,23.6,176.0,192.0
metamorphic,3.52,21.64,59.15,0.21,3.89,10.26,43.73,0.17,0.12,56.28,15.4,678.44,180.23
metamorphic,6.71,32.44,87.75,0.4,4.53,15.47,54.4,0.48,1.02,82.21,22.21,910.52,245.04
metamorphic,3.41,20.11,58.23,0.15,2.43,9.93,42.02,0.41,0.16,50.81,14.92,632.35,173.6
metamorphic,3.57,25.94,76.86,0.11,2.64,13.48,48.33,0.29,0.15,52.1,19.8,828.58,209.45
metamorphic,3.44,15.86,46.66,0.1,2.0,7.82,29.77,0.36,0.72,54.95,12.61,852.77,130.95
metamorphic,3.09,18.42,54.68,0.18,2.57,9.22,38.97,0.08,0.08,44.13,13.81,660.95,159.0
metamorphic,4.29,24.41,68.13,0.32,3.21,11.38,46.21,0.21,0.29,56.11,17.9,671.82,196.93
metamorphic,4.65,25.59,74.32,0.22,3.56,12.92,45.52,0.2,0.11,65.05,18.64,647.58,201.84
metamorphic,2.88,18.17,54.9,0.13,2.07,9.16,42.0,0.29,0.78,44.25,14.99,602.18,173.14
metamorphic,6.6,28.11,70.49,0.46,3.21,13.13,45.5,0.48,0.36,80.72,18.19,812.47,197.45
hydrothermal,258.6,1477.4,1217.3,214.73,442.0,366.0,483.0,253.57,223.67,214.0,265.9,6327.0,2704.0
hydrothermal,132.3,636.2,598.7,68.66,231.6,172.3,276.5,202.39,143.65,1100.0,135.4,3793.0,1321.0
hydrothermal,192.9,853.8,711.2,98.36,322.0,203.5,332.0,303.5,216.13,440.0,146.0,3123.0,1376.0
hydrothermal,12.0,228.4,332.3,3.73,45.9,73.0,252.3,15.14,14.51,198.0,95.3,3482.0,1272.0
hydrothermal,565.5,1171.9,814.8,146.98,521.2,260.3,280.2,637.71,384.13,292.0,162.7,3719.0,1612.0
hydrothermal,53.2,343.4,395.2,9.98,86.1,98.5,223.2,65.39,43.29,554.0,100.9,5543.0,1189.0
hydrothermal,35.4,216.3,309.3,12.26,49.8,67.1,191.1,37.57,28.05,187.0,80.7,4098.0,1060.0
hydrothermal,143.4,572.7,445.1,94.1,229.3,128.8,202.9,224.73,183.87,485.0,102.3,3508.0,1129.0
hydrothermal,337.1,724.5,533.3,122.7,361.6,163.9,227.1,437.39,259.0,125.0,112.6,3529.0,1203.0
hydrothermal,53.0,206.9,282.0,19.94,55.3,66.7,156.1,54.66,33.61,73.0,69.8,4211.0,784.0
hydrothermal,52.3,360.0,350.6,16.21,100.6,93.9,201.2,73.49,50.85,219.0,89.7,6338.0,1057.0
hydrothermal,107.2,289.2,361.1,64.76,95.7,84.4,260.7,104.09,60.25,50.0,93.1,3021.0,1239.0
hydrothermal,326.9,642.0,427.1,31.13,244.1,132.4,172.2,288.35,171.96,1922.0,95.6,4713.0,1029.0
hydrothermal,210.0,803.7,640.9,232.58,318.2,190.1,336.6,245.69,199.85,478.0,153.5,4050.0,1733.0
hydrothermal,273.7,1236.0,876.5,134.65,465.8,279.7,274.1,362.55,314.98,771.0,176.9,3683.0,1718.0
hydrothermal,130.4,487.3,437.1,107.96,168.8,122.8,225.5,135.9,97.0,136.0,101.3,3147.0,1175.0
hydrothermal,294.5,795.4,641.8,246.26,347.7,185.8,277.0,401.09,240.83,140.0,139.0,5869.0,1515.0
hydrothermal,108.4,710.3,653.9,63.2,181.9,181.4,286.5,107.39,90.91,268.0,152.1,9003.0,1675.0
hydrothermal,20.4,368.3,539.8,4.13,50.3,116.5,345.0,17.14,13.91,214.0,147.3,7290.0,1876.0
hydrothermal,122.9,288.2,362.3,10.42,70.0,86.0,235.0,89.06,36.69,264.0,100.1,6039.0,1237.0
hydrothermal,36.7,235.9,309.2,13.23,60.6,76.9,161.7,40.2,26.72,57.0,76.3,3404.0,863.0
hydrothermal,116.5,494.0,461.1,122.76,165.2,123.0,234.3,141.48,110.26,120.0,108.6,4848.0,1240.0
hydrothermal,10.9,198.4,208.9,2.83,48.8,53.7,99.8,14.69,28.13,544.0,49.8,2347.0,553.0
hydrothermal,86.9,187.3,246.6,8.43,42.9,57.5,157.8,48.99,23.31,118.0,64.4,4128.0,807.0
hydrothermal,259.6,653.4,536.7,46.16,270.7,161.6,234.7,311.77,168.85,234.0,120.0,4254.0,1368.0
hydrothermal,103.4,470.9,507.1,58.12,124.4,130.3,290.6,90.6,64.02,267.0,131.1,7372.0,1567.0
hydrothermal,321.9,1292.9,1057.8,271.16,477.3,309.2,381.0,351.99,276.83,195.0,217.1,6547.0,2164.0
hydrothermal,2.6,216.4,349.6,8.99,31.6,76.6,184.8,3.3,7.73,86.0,88.2,4392.0,1000.0
hydrothermal,83.3,524.7,567.6,18.09,156.9,143.3,378.0,89.73,67.06,242.0,148.8,4411.0,1844.0
hydrothermal,271.8,772.0,564.3,217.76,340.2,174.9,242.5,356.63,224.85,391.0,123.3,6503.0,1314.0
hydrothermal,57.5,143.9,223.8,19.58,68.9,48.8,127.3,92.59,67.45,41.0,57.9,3120.0,672.0
hydrothermal,22.03,103.8,164.86,1.74,22.91,36.99,64.17,17.82,9.35,105.0,41.87,636.0,487.44
hydrothermal,1.97,89.48,121.7,0.37,9.76,30.9,28.96,0.87,1.91,28.0,27.01,417.0,259.36
hydrothermal,21.36,143.17,210.67,1.73,96.54,49.54,66.49,10.13,12.42,328.0,48.19,580.0,517.13
hydrothermal,4.61,51.08,79.55,0.41,6.67,18.73,38.22,0.57,1.49,24.0,19.98,257.0,247.18
hydrothermal,9.16,116.62,162.31,2.1,32.32,36.08,84.86,14.62,10.91,319.0,45.04,575.0,603.79
hydrothermal,1.27,45.88,66.71,0.42,7.72,15.79,24.13,1.4,1.89,19.0,15.98,481.0,182.86
metamorphic,14.7,20.6,26.5,1.17,7.87,6.26,10.6,2.42,2.9,8.87,None,14.8,63.1
metamorphic,17.8,20.7,30.8,0.71,6.6,6.98,13.1,1.26,1.75,14.5,None,24.8,74.8
metamorphic,17.2,20.4,31.0,0.77,6.6,6.96,13.4,1.33,1.88,4.5,None,7.3,74.1
metamorphic,10.1,37.0,50.2,0.97,14.1,12.1,17.8,2.91,4.21,55.3,None,65.5,100.0
metamorphic,15.0,26.8,43.1,0.72,8.04,9.43,18.7,1.27,2.07,30.5,None,58.1,101.0
metamorphic,18.4,22.7,33.1,0.68,7.01,7.61,13.5,1.24,1.83,16.2,None,21.0,75.6
metamorphic,13.4,119.0,89.9,2.56,49.8,28.2,20.0,15.8,17.4,1283.0,None,507.0,153.0
metamorphic,75.7,114.0,179.0,3.02,34.0,40.5,68.5,9.06,8.97,139.0,None,135.0,396.0
metamorphic,38.6,107.0,152.0,3.45,36.1,35.9,53.5,8.9,11.1,109.0,None,93.6,329.0
metamorphic,33.0,82.7,113.0,2.51,27.7,27.0,38.3,3.83,7.07,72.8,None,55.3,239.0
metamorphic,79.5,39.9,63.7,0.95,10.4,14.0,28.1,15.5,3.41,54.4,None,96.9,163.0
metamorphic,28.1,59.7,93.6,0.79,18.0,21.3,37.8,2.28,4.1,76.1,None,126.0,212.0
metamorphic,22.8,50.9,74.1,1.66,16.8,17.1,28.4,2.8,4.47,23.0,None,33.5,163.0
metamorphic,22.9,43.8,68.5,1.12,13.3,15.2,28.1,1.93,3.17,42.3,None,49.4,152.0
metamorphic,34.0,89.2,124.0,2.63,30.3,29.5,42.9,5.33,8.08,81.4,None,60.5,257.0
metamorphic,48.1,145.0,202.0,5.0,51.5,48.1,69.4,11.9,15.7,107.0,None,84.3,403.0
metamorphic,15.9,66.8,114.0,0.15,14.4,25.4,38.8,1.12,2.61,165.0,None,184.0,247.0
metamorphic,121.0,1167.0,747.0,56.9,470.0,249.0,142.0,130.0,163.0,1680.0,None,789.0,1110.0
metamorphic,13.5,15.9,28.0,0.44,4.1,5.99,15.7,1.14,1.04,30.7,None,67.0,82.8
metamorphic,230.0,71.0,95.0,58.6,61.5,22.3,36.7,303.0,77.0,146.0,None,527.0,216.0
metamorphic,148.0,102.0,152.0,8.88,38.7,35.2,53.3,81.1,22.0,146.0,None,189.0,335.0
metamorphic,98.2,136.0,174.0,13.7,68.0,42.5,56.0,69.7,34.6,200.0,None,225.0,337.0
metamorphic,219.0,162.0,119.0,32.3,210.0,35.5,37.7,263.0,143.0,625.0,None,1562.0,219.0
metamorphic,59.4,115.0,178.0,1.8,33.9,40.7,64.7,11.3,8.97,140.0,None,180.0,409.0
metamorphic,75.2,63.8,50.8,12.6,81.8,14.6,23.5,72.7,58.0,95.0,None,703.0,125.0
metamorphic,62.2,70.9,118.0,3.87,20.6,25.9,45.1,22.5,7.77,155.0,None,230.0,271.0
metamorphic,338.0,143.0,204.0,19.7,60.5,48.0,69.4,131.0,40.4,439.0,None,481.0,419.0
metamorphic,94.9,196.0,172.0,30.5,99.8,49.6,47.8,86.7,58.3,279.0,None,1396.0,304.0
metamorphic,91.2,187.0,272.0,8.02,61.1,64.7,88.9,31.4,19.0,263.0,None,227.0,556.0
metamorphic,2240.0,378.0,333.0,138.0,541.0,91.4,92.4,1890.0,642.0,772.0,None,2204.0,631.0
metamorphic,76.2,514.0,452.0,30.3,215.0,130.0,98.9,74.0,86.2,210.0,None,1045.0,682.0
magmatic,33.45,43.03,63.28,2.59,17.61,14.33,27.24,10.44,6.63,116.92,None,199.88,151.75
magmatic,4.21,101.7,181.07,0.86,15.41,39.23,62.81,3.62,3.09,13.56,None,135.87,377.57
magmatic,3.11,107.0,104.04,1.49,26.43,30.33,21.73,1.02,2.87,21.6,None,103.85,151.07
magmatic,28.88,156.65,213.21,6.66,69.58,50.07,74.44,28.05,26.02,31.66,None,329.77,464.46
magmatic,5.09,217.57,333.55,1.45,36.56,78.66,98.6,1.47,3.9,51.81,None,344.79,633.8
magmatic,6.6,213.33,325.32,2.8,37.45,78.4,92.48,5.33,6.39,97.28,None,641.94,591.8
magmatic,24.5,294.61,472.41,9.34,90.15,106.04,175.46,29.91,32.94,54.37,None,500.85,1040.59
magmatic,47.09,208.25,438.46,21.5,49.0,81.83,230.19,36.96,19.67,248.62,None,646.57,1311.48
metamorphic,49.85,104.59,139.95,9.24,42.16,33.48,48.09,48.89,19.95,120.09,None,256.92,289.37
metamorphic,19.13,89.67,134.01,3.26,29.2,31.05,52.02,7.1,7.76,66.3,None,145.69,293.69
metamorphic,47.56,91.71,128.21,9.51,35.17,30.37,48.55,21.09,11.68,157.92,None,322.28,278.1
metamorphic,19.99,34.15,43.89,3.86,17.74,10.52,21.08,9.35,7.55,56.61,None,226.23,108.86
metamorphic,131.5,188.03,302.35,13.49,72.75,66.92,125.33,93.5,40.72,192.99,None,332.36,659.32
metamorphic,23.23,58.13,106.4,1.4,14.05,22.27,49.36,1.25,2.44,85.46,None,220.58,270.22
metamorphic,13.78,42.29,79.36,0.49,9.8,16.55,35.61,0.86,1.71,50.99,None,111.03,195.95
metamorphic,10.95,68.21,94.94,1.44,19.69,23.09,31.56,1.63,3.77,37.84,None,30.94,188.08
metamorphic,23.22,46.29,69.19,1.57,16.34,16.46,26.24,3.11,4.72,113.83,None,157.49,134.46
hydrothermal,24.2,53.21,93.69,1.33,15.29,20.13,43.79,2.87,3.48,90.3,None,75.13,194.06
hydrothermal,119.89,160.21,206.04,24.61,71.2,50.24,80.43,53.01,24.82,284.42,None,521.7,452.74
hydrothermal,65.18,82.29,142.07,11.67,25.61,30.98,55.28,95.48,18.52,129.88,None,300.59,328.65
hydrothermal,36.15,128.12,231.69,4.26,37.78,48.85,98.25,26.29,15.83,110.88,None,350.84,553.94
hydrothermal,45.85,216.8,410.28,5.29,57.26,86.34,180.9,13.17,11.62,219.54,None,243.18,859.71
hydrothermal,312.49,219.16,265.08,30.93,123.21,65.58,96.84,241.03,94.71,248.54,None,403.07,564.32
hydrothermal,20.39,48.23,60.1,1.65,19.84,14.84,20.28,3.9,5.81,103.65,None,102.49,124.14
magmatic,18.45,16.4,27.32,0.47,5.33,5.74,12.95,0.79,1.28,57.93,None,164.18,70.78
magmatic,8.89,23.16,45.23,1.31,6.28,9.13,24.17,4.56,2.29,35.29,None,132.72,126.42
magmatic,49.37,102.6,173.25,3.14,27.95,37.56,74.95,10.19,6.9,166.41,None,295.44,426.45
magmatic,7.55,40.34,76.62,1.42,10.75,15.44,39.72,2.65,3.05,33.7,None,247.21,215.61
magmatic,13.67,37.4,67.02,1.38,10.79,13.98,34.61,2.17,2.53,35.96,None,81.91,177.96
magmatic,1.2,55.29,158.72,0.39,6.09,27.68,90.77,0.13,0.47,2.48,None,53.42,474.58
magmatic,26.81,111.54,194.46,2.37,27.3,42.04,86.12,2.34,4.57,159.11,None,283.02,464.42
magmatic,50.69,63.18,103.44,6.41,23.95,22.58,52.48,12.13,7.35,123.67,None,201.0,277.03
magmatic,94.68,253.85,450.24,21.28,101.63,93.53,141.26,38.35,39.41,777.4,None,1095.3,1034.74
magmatic,69.49,151.81,233.17,53.27,78.7,52.69,97.81,51.33,48.67,272.45,None,629.99,554.86
hydrothermal,36.07,12.9,62.73,2.17,2.44,34.91,91.92,4.21,1.7,929.31,48.41,1477.37,72.34
hydrothermal,76.51,20.14,68.4,7.18,5.39,41.28,94.81,17.56,5.3,883.26,47.27,2358.81,72.02
hydrothermal,30.39,10.31,32.08,1.83,3.43,18.74,67.06,4.18,1.6,140.65,25.07,1182.34,43.57
hydrothermal,18.43,9.33,48.04,0.64,1.43,24.26,77.49,3.57,1.14,1300.36,38.73,1241.52,59.02
hydrothermal,21.62,7.86,48.47,0.37,1.19,22.64,84.2,3.51,1.02,340.45,39.17,978.82,60.07
hydrothermal,8.55,7.14,39.83,0.33,1.0,19.81,95.09,0.78,0.47,1991.49,33.68,1664.42,59.05
hydrothermal,16.41,8.26,47.31,1.23,1.53,23.25,91.11,0.97,0.58,723.52,40.3,1558.2,62.17
hydrothermal,27.12,12.63,59.28,0.21,1.58,33.21,66.58,2.12,0.52,1204.38,42.89,1443.35,58.39
hydrothermal,143.33,23.47,85.28,1.88,5.17,51.69,91.08,13.45,3.31,1057.72,60.06,1338.28,82.31
