Ho_Q1,Ho_Q2,Ho_Q3,Lu_Q1,Lu_Q2,Lu_Q3,Nd_Q1,Nd_Q2,Nd_Q3,Sm_Q1,Sm_Q2,Sm_Q3,Th_Q1,Th_Q2,Th_Q3
21.6,33.8,53.0,41.1,64.8,99.0,0.77,1.57,4.2,2.11,3.62,7.35,66.49,136.35,275.0
