label,val
hydrothermal_Dy_Q1,120.2
hydrothermal_Dy_Med,247.0
hydrothermal_Dy_Q3,692.0
hydrothermal_Er_Q1,191.0
hydrothermal_Er_Med,390.0
hydrothermal_Er_Q3,843.0
hydrothermal_Eu_Q1,0.3
hydrothermal_Eu_Med,1.0
hydrothermal_Eu_Q3,3.63
hydrothermal_Gd_Q1,27.0
hydrothermal_Gd_Med,69.0
hydrothermal_Gd_Q3,180.4
