label,val
magmatic_Dy_Q1,61.0
magmatic_Dy_Med,95.24
magmatic_Dy_Q3,146.54
magmatic_Er_Q1,106.0
magmatic_Er_Med,161.0
magmatic_Er_Q3,254.0
magmatic_Eu_Q1,0.4
magmatic_Eu_Med,0.74
magmatic_Eu_Q3,1.6
magmatic_Gd_Q1,13.3
magmatic_Gd_Med,20.0
magmatic_Gd_Q3,32.81
