label,val
Sm_Q1,2.13
Sm_Med,3.64
Sm_Q3,7.38
Th_Q1,67.0
Th_Med,137.0
Th_Q3,275.0
Tm_Q1,22.0
Tm_Med,34.7
Tm_Q3,53.8
U_Q1,142.02
U_Med,299.0
U_Q3,610.0
Yb_Q1,217.2
Yb_Med,342.0
Yb_Q3,535.85
