label,val
Ce_Q1,6.89
Ce_Med,14.78
Ce_Q3,28.95
Dy_Q1,57.4
Dy_Med,90.9
Dy_Q3,146.0
Er_Q1,101.1
Er_Med,158.7
Er_Q3,248.88
Eu_Q1,0.3
Eu_Med,0.59
Eu_Q3,1.34
