N_Sm,Mean_Sm,SD_Sm,Min_Sm,Max_Sm,N_Th,Mean_Th,SD_Th,Min_Th,Max_Th,N_Tm,Mean_Tm,SD_Tm,Min_Tm,Max_Tm,N_U,Mean_U,SD_U,Min_U,Max_U,N_Yb,Mean_Yb,SD_Yb,Min_Yb,Max_Yb
7160,10.6141,37.3611,0.0,1060.21,7178,342.5648,1038.5751,0.03,27303.0,7121,47.0376,52.5335,0.17,1395.0,7192,732.228,1864.7684,0.35,39086.0,7186,469.7073,541.408,1.24,13881.0
