label,val
Gd_Q1,13.0
Gd_Med,20.0
Gd_Q3,34.6
Ho_Q1,21.7
Ho_Med,33.8
Ho_Q3,53.0
Lu_Q1,41.18
Lu_Med,64.9
Lu_Q3,99.0
Nd_Q1,0.79
Nd_Med,1.59
Nd_Q3,4.27
