N_Ce,Mean_Ce,SD_Ce,Min_Ce,Max_Ce,N_Dy,Mean_Dy,SD_Dy,Min_Dy,Max_Dy,N_Er,Mean_Er,SD_Er,Min_Er,Max_Er,N_Eu,Mean_Eu,SD_Eu,Min_Eu,Max_Eu,N_Gd,Mean_Gd,SD_Gd,Min_Gd,Max_Gd,N_Ho,Mean_Ho,SD_Ho,Min_Ho,Max_Ho,N_Lu,Mean_Lu,SD_Lu,Min_Lu,Max_Lu,N_Nd,Mean_Nd,SD_Nd,Min_Nd,Max_Nd
7185,35.0819,130.7678,0.1,5253.0,7186,133.9863,175.4084,0.06,3357.0,7186,217.7535,240.5202,0.1,5445.0,7146,6.185,115.017,0.0,7547.02,7178,34.5309,59.9541,-1.3,1089.0,7186,47.5918,55.0356,0.04,1146.0,7186,88.6332,192.2108,0.29,11481.0,7117,13.5921,79.3783,0.0,2229.0
