class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
detrital,22.7,47.0,58.0,1.91,21.9,13.3,19.3,5.9,5.7,199.0,10.9,174.0,96.0
detrital,11.35,73.0,127.0,0.52,23.5,26.2,49.6,2.42,5.88,454.0,25.2,979.0,237.0
detrital,5.44,95.0,169.0,0.52,24.1,34.1,69.7,1.95,4.75,356.0,34.6,950.0,309.0
detrital,29.7,27.0,41.0,0.76,8.4,9.3,13.8,1.04,2.1,77.0,7.7,64.0,64.0
detrital,15.07,22.0,51.0,0.24,4.89,9.4,31.7,None,0.87,159.0,12.4,383.0,128.0
detrital,14.9,133.0,214.0,1.18,34.0,44.6,77.1,2.4,4.5,166.0,41.2,250.0,367.0
detrital,2.12,66.0,55.0,0.12,32.8,15.6,11.7,2.03,5.6,82.0,8.6,609.0,66.0
detrital,97.1,156.0,211.0,5.02,62.0,49.1,60.8,11.9,16.8,882.0,39.2,504.0,336.0
detrital,18.6,86.0,174.0,0.41,21.2,32.7,78.0,1.2,1.25,147.0,36.1,264.0,378.0
detrital,15.7,105.0,210.0,0.5,23.8,42.9,82.5,1.6,3.3,208.0,44.9,312.0,380.0
detrital,1.97,44.0,91.0,0.16,7.55,17.6,42.4,0.54,0.79,95.0,20.9,1757.0,192.0
detrital,5.76,193.0,309.0,0.78,53.7,69.2,94.1,3.53,7.9,136.0,56.9,223.0,494.0
detrital,8.77,108.0,179.0,0.47,26.2,37.8,58.6,1.56,4.15,78.0,34.1,161.0,303.0
detrital,4.47,141.0,223.0,0.36,30.5,49.0,70.3,1.78,4.77,108.0,42.6,179.0,370.0
detrital,76.4,887.0,1162.0,1.01,290.2,290.0,252.5,35.6,63.3,975.0,191.2,663.0,1474.0
detrital,12.07,188.0,309.0,0.73,47.6,68.2,105.3,2.96,7.4,288.0,61.2,530.0,537.0
detrital,25.9,43.0,77.0,0.62,9.6,15.4,34.9,0.5,2.47,193.0,16.0,795.0,168.0
detrital,30.0,93.0,194.0,1.16,24.6,36.3,108.7,2.38,4.3,567.0,43.8,644.0,457.0
detrital,13.1,107.0,188.0,1.1,25.8,38.4,74.2,1.85,5.8,89.0,37.8,115.0,345.0
detrital,21.4,116.0,247.0,0.63,24.0,47.0,113.9,1.51,4.3,235.0,54.2,425.0,521.0
detrital,53.1,552.0,823.0,1.12,155.9,185.9,218.0,13.6,27.9,864.0,144.8,947.0,1161.0
detrital,0.31,218.0,92.0,0.66,47.8,40.4,9.0,0.37,3.62,28.0,10.4,1780.0,64.0
detrital,0.84,98.0,210.0,0.02,8.42,39.0,75.0,0.17,0.97,62.7,44.1,1748.0,493.0
detrital,0.39,86.0,190.0,0.03,8.64,32.9,91.0,0.11,0.62,36.1,43.7,1838.0,556.0
detrital,0.3,54.0,126.0,0.03,5.57,22.1,65.0,0.09,0.16,17.2,30.2,1353.0,392.0
detrital,1.33,130.0,329.0,0.02,11.87,55.0,181.0,0.19,0.84,97.4,82.1,3667.0,1072.0
magmatic,7.12,76.48,146.78,0.45,16.06,30.81,68.28,1.09,2.56,122.04,33.6,310.43,325.62
magmatic,7.78,58.0,107.33,0.37,13.95,23.12,47.44,0.89,2.26,103.78,23.27,252.8,227.35
magmatic,19.3,122.9,232.53,0.89,28.39,49.76,93.62,3.0,5.25,346.84,49.13,539.16,459.78
magmatic,0.62,13.21,29.84,0.16,1.79,5.79,18.42,0.04,0.11,28.01,7.35,91.23,78.48
magmatic,8.52,119.9,212.31,0.89,29.07,47.61,89.58,2.09,4.41,171.8,45.4,293.28,428.62
magmatic,31.62,66.35,126.91,0.58,16.13,27.2,59.12,9.17,4.17,98.94,28.1,248.34,271.64
magmatic,6.35,54.32,103.65,0.3,11.83,21.66,47.85,0.89,1.64,71.1,23.19,172.53,225.69
magmatic,6.39,49.56,95.48,0.35,11.47,20.09,43.28,0.61,2.01,75.38,20.67,191.16,202.69
magmatic,7.32,60.42,118.15,0.3,13.54,24.35,57.74,1.02,1.67,87.76,27.21,228.59,268.93
magmatic,5.8,67.69,134.33,0.39,15.01,28.34,62.38,0.89,2.01,74.41,29.53,192.48,290.94
magmatic,7.85,60.2,115.7,0.43,13.29,24.41,51.81,1.36,2.6,100.54,25.1,262.04,245.04
magmatic,7.79,65.74,126.8,0.38,15.11,26.59,57.16,0.85,2.31,115.1,27.77,271.38,273.75
magmatic,6.64,82.28,151.33,0.55,20.58,32.88,68.36,1.3,3.55,100.97,33.18,221.87,326.74
magmatic,6.01,48.07,91.7,0.33,11.01,19.35,41.74,0.77,1.68,64.59,20.43,159.22,200.49
magmatic,10.77,111.39,221.18,0.71,23.68,46.13,102.06,1.65,3.79,142.84,49.27,339.8,483.41
magmatic,8.4,67.24,125.82,0.47,15.43,27.79,58.47,0.97,3.05,127.27,28.48,318.29,273.59
magmatic,8.56,71.97,141.79,0.51,16.68,29.75,66.92,1.13,2.56,101.98,31.47,256.17,316.3
magmatic,8.07,112.64,195.4,0.82,28.67,43.59,78.49,2.55,5.61,149.33,41.68,256.41,379.05
magmatic,6.24,71.41,134.52,0.55,15.64,28.05,65.63,1.25,2.24,79.05,29.66,205.5,307.06
magmatic,9.18,74.62,142.13,0.61,17.24,30.7,64.43,1.08,3.13,149.78,31.64,353.96,301.25
magmatic,7.2,76.58,145.64,0.63,17.58,30.62,69.77,1.03,2.7,87.93,32.49,214.05,320.83
magmatic,7.89,60.95,116.73,0.38,13.32,25.03,52.62,1.25,2.64,104.21,25.8,271.06,252.56
magmatic,0.59,17.04,35.22,0.28,3.59,7.26,20.49,0.14,0.43,42.69,8.43,98.8,87.81
magmatic,0.35,6.08,14.77,0.05,0.94,2.71,10.09,0.04,0.19,34.74,3.6,317.48,40.92
magmatic,0.74,19.23,40.21,0.41,4.07,8.19,23.89,0.17,0.51,29.82,9.32,80.34,100.39
magmatic,0.53,13.6,28.56,0.26,2.38,5.64,17.45,None,0.25,37.33,6.6,248.12,72.85
magmatic,0.49,11.45,25.71,0.12,2.01,4.96,16.54,0.25,0.32,15.44,6.15,61.27,69.28
magmatic,0.56,17.08,39.0,0.29,2.9,7.8,24.22,0.13,0.49,17.98,9.16,74.22,100.11
magmatic,0.38,8.9,17.92,0.2,1.93,3.65,12.03,0.13,0.21,28.71,4.54,82.62,50.35
magmatic,0.97,16.78,40.19,0.16,2.81,7.56,27.54,0.29,0.27,123.08,10.22,386.36,112.22
magmatic,7.87,123.39,201.61,0.26,26.32,43.77,91.67,0.74,2.73,425.16,43.72,2701.14,434.98
magmatic,21.72,161.09,286.19,3.36,34.68,60.2,137.19,8.03,5.26,334.95,63.25,2461.76,637.75
magmatic,8.35,171.27,317.12,0.61,32.64,66.88,157.25,0.95,3.28,290.94,72.34,2270.16,730.72
magmatic,6.7,168.58,301.6,0.41,34.06,63.73,147.94,1.15,3.55,291.96,68.25,2282.59,683.51
magmatic,7.78,160.25,287.91,0.61,32.43,61.65,141.81,0.88,3.44,311.41,65.52,2188.34,657.41
magmatic,6.32,173.73,311.06,0.42,34.35,66.52,150.95,0.71,3.37,328.88,70.25,2399.64,695.37
magmatic,13.3,157.1,261.69,1.16,35.75,58.6,125.23,1.68,4.15,415.07,58.83,2878.94,580.43
magmatic,16.64,174.95,285.49,1.14,38.94,63.89,132.97,2.3,4.56,565.22,63.09,3421.35,628.06
magmatic,6.52,160.43,287.91,1.27,31.97,61.89,140.14,2.1,4.07,275.58,63.8,2198.6,646.27
magmatic,10.15,160.42,304.41,0.66,32.78,63.88,152.97,1.31,3.61,295.74,68.83,2411.04,695.97
magmatic,5.23,156.31,281.75,0.35,30.41,59.16,138.83,0.72,2.82,265.01,62.75,2182.29,633.94
magmatic,7.31,166.93,305.95,0.74,33.95,64.41,151.65,1.47,3.76,301.02,67.99,2297.23,688.03
magmatic,8.0,118.12,206.15,0.72,24.73,44.67,96.49,0.54,3.33,343.16,46.08,2335.88,456.1
magmatic,5.92,167.42,304.05,0.42,31.66,64.36,148.56,0.73,3.5,287.42,68.73,2236.36,686.96
magmatic,4.57,126.54,229.53,0.29,24.0,48.61,114.78,0.43,2.69,202.51,52.1,1839.09,524.24
magmatic,8.19,199.41,352.49,1.69,40.16,74.88,171.28,2.86,5.41,394.3,79.57,2597.97,785.23
magmatic,4.87,142.58,260.54,0.27,27.6,55.43,131.3,0.59,2.92,223.56,58.4,2015.94,595.03
magmatic,20.71,102.22,185.33,2.6,22.79,38.96,92.72,9.67,3.92,198.31,41.9,1695.97,421.86
magmatic,4.82,63.69,106.96,0.21,13.38,23.2,51.28,0.58,1.34,163.95,24.12,1567.75,240.05
magmatic,3.29,25.29,44.55,0.04,5.74,9.64,21.1,0.14,1.01,43.38,9.87,194.36,97.4
magmatic,1.68,21.48,35.78,0.11,4.59,7.77,18.36,0.29,None,31.16,7.97,615.36,84.52
magmatic,2.72,36.2,74.18,0.08,7.08,14.74,41.27,0.19,0.9,56.97,17.56,551.75,181.88
magmatic,1.96,15.39,32.97,0.06,3.15,6.74,19.27,0.06,0.35,30.75,7.95,290.85,82.96
magmatic,3.41,49.41,93.57,0.1,9.53,18.96,45.73,0.3,1.18,95.31,20.31,667.05,207.91
magmatic,1.94,7.12,24.0,0.1,0.98,4.0,25.39,0.27,0.02,16.3,7.02,815.25,89.71
magmatic,36.22,167.95,343.51,2.4,28.69,71.19,145.3,5.0,5.94,380.68,76.2,1269.26,722.98
magmatic,27.31,172.7,359.55,2.83,32.72,74.0,155.61,4.29,5.62,341.68,80.58,1410.63,779.14
magmatic,97.2,209.64,294.8,9.43,81.72,70.36,119.91,19.85,26.89,1014.6,60.95,541.17,563.73
magmatic,245.64,522.82,697.64,20.52,197.56,172.37,245.67,36.9,54.78,2023.99,140.78,1437.09,1259.36
magmatic,49.26,118.71,203.22,2.68,29.99,46.07,85.68,2.88,5.64,391.9,44.46,424.02,418.1
magmatic,52.35,124.98,188.15,4.18,39.69,43.75,75.83,7.75,10.77,437.47,39.39,417.97,367.78
magmatic,61.25,211.37,340.97,5.59,55.99,77.97,131.25,11.81,13.92,705.56,72.42,1088.91,667.5
magmatic,61.13,143.51,251.41,2.97,38.75,55.63,107.5,3.49,7.08,408.7,55.55,460.87,516.4
magmatic,44.35,125.86,202.71,3.92,38.08,45.71,82.97,5.94,9.4,401.04,43.52,488.74,404.2
magmatic,21.81,60.51,96.0,1.65,17.91,22.27,40.56,1.6,3.65,142.0,20.42,183.09,199.83
magmatic,80.62,156.45,220.73,5.96,57.78,53.09,84.31,11.85,16.51,938.25,46.24,519.04,425.76
magmatic,68.75,155.49,244.68,4.6,47.13,55.88,97.59,6.89,10.93,561.27,51.95,615.44,480.39
magmatic,37.68,118.0,188.25,3.34,36.23,42.48,77.22,5.2,8.75,327.11,40.07,342.22,372.04
magmatic,47.24,115.66,192.98,3.0,33.76,43.28,80.55,2.74,6.71,378.25,41.55,451.06,391.55
magmatic,62.97,115.89,169.45,4.33,40.03,40.28,72.91,12.54,12.68,326.59,37.2,363.71,342.58
magmatic,23.53,75.92,132.98,1.82,18.38,29.3,57.2,3.06,4.17,191.69,29.11,330.92,281.62
magmatic,88.47,195.03,264.63,7.91,78.13,64.95,98.93,18.22,26.16,852.85,53.36,426.44,481.61
magmatic,36.03,126.86,192.85,3.78,40.25,44.63,72.84,4.33,8.08,349.84,39.81,386.89,367.97
magmatic,38.64,128.43,203.77,3.86,40.79,47.0,82.51,6.3,9.45,350.32,43.2,382.61,404.33
magmatic,39.27,120.48,227.17,2.08,25.68,48.72,98.23,1.78,4.58,374.13,49.73,649.46,472.43
magmatic,16.04,63.11,124.62,1.03,13.42,26.27,58.86,0.66,1.7,131.37,29.03,352.25,279.5
magmatic,44.18,117.16,199.73,2.8,28.02,43.89,83.29,7.15,6.66,390.11,43.52,648.9,412.05
magmatic,45.53,137.57,253.82,2.25,28.96,55.06,108.1,1.84,5.34,405.8,55.87,643.44,524.89
magmatic,35.18,105.91,199.46,2.1,24.91,43.24,88.84,2.01,4.09,279.05,44.98,436.61,430.48
magmatic,43.78,120.35,214.94,2.42,28.39,47.42,89.6,1.6,4.6,382.51,46.06,539.64,433.98
magmatic,36.96,101.05,182.67,1.97,23.14,39.77,74.38,1.69,3.72,507.15,37.92,787.39,361.98
magmatic,27.18,88.24,146.16,2.34,27.07,32.58,62.36,2.31,5.14,232.6,31.46,308.39,299.95
magmatic,61.89,130.19,192.36,6.1,46.68,43.57,101.7,21.08,17.03,518.45,44.28,636.2,447.0
magmatic,16.92,53.81,92.29,1.4,14.52,19.9,40.34,1.88,2.55,137.76,19.85,216.37,194.7
magmatic,84.07,226.91,323.79,8.08,79.06,79.15,119.6,10.56,19.44,610.94,66.37,546.99,602.72
magmatic,11.83,3.95,2.79,0.71,3.31,0.92,0.78,1.99,1.27,33.78,0.49,16.08,3.37
magmatic,39.77,71.59,150.32,1.04,15.34,30.28,79.68,0.85,2.19,370.58,35.05,470.24,355.89
magmatic,5.63,35.71,66.2,0.25,6.87,14.04,27.66,0.48,1.17,34.43,14.13,62.44,131.09
magmatic,4.4,23.93,43.75,0.23,5.21,9.73,18.65,0.64,0.49,22.6,9.52,37.84,89.91
magmatic,7.65,79.67,124.87,0.87,20.59,29.57,43.72,1.71,3.3,65.58,25.38,70.88,223.45
magmatic,4.42,30.55,54.58,0.29,6.05,12.15,22.96,0.38,None,21.84,11.67,36.5,107.83
magmatic,3.62,78.44,137.14,0.29,17.51,30.76,51.08,0.95,2.46,40.1,27.99,78.71,251.62
magmatic,17.01,29.63,62.38,0.66,7.1,12.57,37.34,2.39,1.73,113.77,15.3,156.59,162.89
magmatic,4.39,16.23,30.59,0.24,3.55,6.32,13.08,0.26,0.55,18.67,6.57,30.85,61.17
magmatic,6.38,41.14,75.05,0.39,9.35,16.33,30.67,0.87,1.7,46.37,15.84,65.66,147.41
magmatic,5.04,144.57,288.47,0.49,24.63,60.57,111.13,1.31,3.64,93.15,63.41,240.3,569.06
magmatic,6.56,47.05,83.04,0.45,10.29,18.65,31.93,0.75,1.87,47.31,17.57,65.99,158.0
magmatic,4.82,33.59,62.94,0.32,6.6,13.57,26.09,0.29,1.11,29.44,13.78,49.47,126.24
magmatic,7.63,64.62,107.3,0.6,16.02,24.56,39.38,1.36,3.08,58.27,22.47,70.27,194.29
magmatic,6.08,74.33,131.0,0.7,17.87,29.58,49.27,1.56,3.42,68.75,27.05,93.03,244.88
magmatic,5.89,76.59,125.92,0.35,19.8,29.75,44.83,1.8,3.55,118.48,25.17,165.98,222.77
magmatic,7.84,49.14,84.95,0.32,10.48,19.03,32.01,0.73,1.91,57.39,17.94,82.32,159.99
magmatic,8.26,74.32,133.11,0.56,15.99,29.86,53.05,1.08,3.13,60.43,28.87,86.09,260.52
magmatic,9.6,55.8,100.96,0.58,12.53,22.1,40.06,0.57,2.04,69.51,21.4,81.45,193.58
magmatic,11.35,5.03,3.87,0.73,3.53,1.23,0.85,1.48,1.48,57.7,0.62,24.36,4.28
magmatic,13.25,19.37,12.81,2.62,15.95,4.35,2.42,6.18,5.9,218.16,1.96,48.9,13.75
magmatic,9.7,12.59,7.95,1.85,9.62,2.81,1.41,3.52,3.96,34.91,1.2,30.05,8.59
magmatic,8.93,6.51,4.82,0.64,3.45,1.46,1.07,0.76,0.9,55.84,0.81,28.18,5.98
magmatic,11.56,36.65,69.34,0.28,8.07,15.03,28.65,0.83,1.61,73.01,14.69,67.95,137.23
magmatic,8.66,3.77,3.31,0.47,3.04,0.99,1.2,1.07,1.17,31.59,0.59,22.84,4.97
magmatic,17.35,5.83,3.55,0.95,4.67,1.34,0.7,2.62,1.93,129.5,0.53,29.58,4.0
magmatic,11.16,7.6,5.01,1.12,5.67,1.6,1.53,1.24,2.14,66.53,0.81,34.68,7.25
magmatic,7.39,39.61,73.49,0.33,8.02,15.94,29.78,0.55,0.95,50.47,15.73,71.0,145.17
magmatic,10.74,3.91,2.6,0.65,3.49,0.99,0.46,1.64,1.19,27.48,0.45,21.13,3.08
magmatic,6.21,34.57,66.35,0.23,6.65,14.0,28.56,0.53,1.06,36.06,14.44,55.33,136.44
magmatic,9.97,6.66,5.18,0.65,4.81,1.64,1.16,1.09,1.71,62.97,0.75,30.5,6.27
magmatic,11.21,5.81,5.19,0.66,3.66,1.54,1.49,1.46,1.45,50.61,0.93,23.44,7.77
magmatic,16.74,5.17,3.41,1.07,5.42,1.22,0.62,2.88,2.68,78.96,0.5,23.65,3.54
magmatic,8.58,28.25,53.89,0.32,5.36,11.04,23.44,0.69,0.88,48.11,11.51,53.49,110.72
magmatic,12.86,5.24,3.4,0.7,4.02,1.12,0.74,1.75,1.88,69.78,0.52,23.47,3.62
magmatic,8.65,5.22,4.51,0.53,3.37,1.39,1.49,1.05,1.11,44.96,0.83,21.13,7.08
magmatic,13.6,8.65,6.9,1.11,6.37,2.15,1.53,1.72,2.29,105.03,1.06,32.99,8.51
magmatic,13.91,5.43,4.11,0.65,3.53,1.35,1.1,2.05,1.51,82.42,0.73,31.41,6.12
magmatic,16.6,10.87,7.79,1.37,8.74,2.65,1.61,2.79,3.57,143.88,1.36,38.5,9.57
magmatic,9.0,6.16,5.65,0.73,3.87,1.77,1.5,0.99,0.81,76.05,0.87,33.16,7.48
magmatic,10.48,6.45,5.01,0.76,5.05,1.7,1.1,1.23,1.38,86.66,0.78,35.57,6.44
magmatic,14.88,7.79,5.12,0.99,5.97,1.77,0.91,1.81,2.14,91.1,0.77,30.88,4.88
magmatic,9.92,10.89,8.6,0.97,6.56,2.76,1.55,0.73,1.98,106.94,1.26,56.91,9.07
magmatic,14.17,6.53,4.89,1.02,4.32,1.65,0.93,2.31,2.0,86.24,0.8,36.74,5.62
magmatic,5.78,32.85,65.4,0.3,5.78,13.63,27.19,0.36,1.08,31.5,14.2,43.22,130.84
magmatic,21.77,12.69,9.72,0.84,8.08,3.32,2.42,1.96,3.37,77.3,1.61,58.48,11.57
magmatic,3.23,85.25,171.36,0.17,14.35,35.08,75.84,0.65,1.99,80.82,38.05,342.63,360.62
magmatic,19.38,21.11,49.7,0.31,4.25,9.18,31.73,0.3,0.58,52.9,12.37,123.97,135.04
magmatic,16.78,11.62,7.65,0.97,7.6,2.63,1.38,1.74,2.75,41.15,1.15,41.15,7.92
magmatic,16.54,52.07,70.82,1.2,22.63,16.74,29.74,2.3,6.0,315.1,14.8,790.03,140.27
magmatic,26.7,25.53,20.65,2.14,20.2,6.11,4.62,8.77,8.97,38.31,3.32,48.55,24.08
magmatic,0.54,116.24,265.07,0.03,16.14,52.54,107.23,0.36,1.51,37.68,58.54,242.07,534.48
magmatic,22.41,11.21,6.23,1.14,9.82,2.39,1.01,3.51,3.33,36.7,0.96,52.08,6.69
magmatic,19.39,66.09,128.27,0.43,14.58,26.97,55.5,1.81,2.78,143.22,28.24,278.17,266.9
magmatic,23.49,9.6,8.2,0.8,6.02,2.64,1.83,2.49,2.77,45.31,1.45,24.43,10.25
magmatic,25.06,21.12,11.32,3.09,23.72,4.31,1.74,7.04,11.56,95.51,1.47,58.91,10.69
magmatic,10.33,65.97,114.65,0.61,15.21,25.23,49.14,1.66,2.98,38.81,25.34,557.5,241.89
magmatic,11.37,112.77,233.07,0.75,18.83,48.47,104.39,2.23,3.52,150.31,52.57,324.4,502.58
magmatic,12.59,9.18,7.66,0.6,5.24,2.35,1.96,1.19,1.68,12.44,1.29,15.25,9.53
magmatic,7.37,98.64,188.21,0.35,19.17,40.46,73.65,1.37,2.43,176.12,39.48,492.38,356.12
magmatic,25.5,23.03,17.67,1.54,16.09,5.7,3.79,4.06,6.44,51.5,2.81,45.67,21.5
magmatic,7.81,58.51,34.51,1.17,40.82,12.38,6.75,2.3,9.09,153.24,5.15,1325.72,39.08
magmatic,17.13,52.02,34.92,1.86,38.9,12.41,6.23,4.12,11.57,488.14,5.14,378.87,35.39
magmatic,12.06,38.04,23.41,0.73,24.1,8.12,4.7,1.91,4.26,79.61,3.31,755.09,23.47
magmatic,21.3,147.02,286.06,1.43,32.74,60.74,115.48,2.61,5.37,654.05,59.38,782.86,550.25
magmatic,7.66,31.12,21.44,0.59,18.78,7.08,4.49,1.53,3.6,46.47,3.27,524.11,23.35
magmatic,8.52,14.05,13.83,0.71,6.19,4.07,3.28,0.92,1.3,432.74,2.31,600.72,18.35
magmatic,11.24,28.53,24.05,1.08,18.18,7.75,5.16,2.15,4.34,514.26,3.86,789.34,29.07
magmatic,5.77,58.07,114.2,0.48,12.92,23.69,47.64,1.01,2.32,131.63,24.89,636.9,230.08
magmatic,37.56,33.21,24.84,2.3,24.62,8.11,5.08,8.05,9.48,183.59,3.87,95.25,28.99
magmatic,13.41,7.79,11.33,0.54,3.53,2.65,5.38,1.59,1.5,169.48,2.33,119.14,22.59
magmatic,26.33,32.58,28.28,2.1,21.85,8.5,7.11,6.15,8.08,81.15,4.48,61.47,35.8
magmatic,10.35,9.04,6.23,0.88,8.3,1.94,1.26,1.42,2.04,35.86,0.91,72.77,7.12
magmatic,7.02,13.36,11.92,0.94,6.85,3.56,2.89,1.57,1.69,138.39,1.94,68.31,15.64
magmatic,32.74,38.03,27.59,3.26,31.8,9.01,5.42,12.32,13.77,105.75,4.36,75.35,31.07
magmatic,24.68,12.91,9.04,1.17,9.02,2.97,2.21,2.63,3.34,102.07,1.57,54.32,11.15
magmatic,7.75,15.11,17.62,0.9,7.56,4.49,6.38,1.37,2.09,143.4,3.45,142.02,31.39
magmatic,10.64,14.22,10.66,0.74,8.86,3.57,2.12,2.25,3.26,255.57,1.66,267.25,11.78
magmatic,30.78,10.39,7.04,1.09,8.13,2.2,1.32,4.1,3.53,65.54,1.11,52.52,7.14
magmatic,23.48,10.45,7.45,0.78,7.97,2.25,1.62,2.41,2.91,39.26,1.3,41.09,9.37
magmatic,26.72,7.6,4.18,0.97,8.15,1.62,0.67,3.99,3.17,79.73,0.59,70.13,3.87
magmatic,17.31,11.18,10.08,0.83,8.08,2.94,2.25,1.7,2.31,14.62,1.63,21.55,13.12
magmatic,26.72,16.94,12.92,1.35,12.9,4.0,2.52,4.16,5.49,27.85,1.83,27.17,14.18
magmatic,8.64,17.25,20.33,0.92,6.65,5.49,5.88,0.77,1.64,102.37,3.34,30.3,29.92
magmatic,26.87,30.13,23.47,2.47,23.74,7.47,5.04,7.13,9.75,96.62,3.62,59.8,27.03
magmatic,23.64,13.52,9.62,1.15,10.22,3.06,2.02,3.09,3.53,27.79,1.56,31.59,10.99
magmatic,23.39,27.31,20.26,2.56,19.55,6.58,4.15,9.15,8.77,105.82,3.18,62.21,23.53
magmatic,20.66,17.95,14.88,1.51,11.37,4.57,3.26,2.6,3.15,100.61,2.45,56.94,18.2
magmatic,11.18,25.49,52.22,0.36,6.39,10.3,24.62,0.53,1.13,76.62,11.2,158.36,109.28
magmatic,25.41,12.36,9.65,1.35,9.28,3.14,2.15,3.16,3.74,83.98,1.57,48.46,11.4
detrital,2.36,13.0,26.6,0.13,2.26,5.12,12.05,0.12,0.31,2.82,6.41,8.02,69.5
detrital,28.6,97.8,121.5,3.7,36.9,31.2,35.17,10.82,12.26,16.77,24.61,17.3,228.1
detrital,4.71,67.3,99.6,0.35,17.9,22.75,32.5,2.34,4.28,6.54,21.47,32.4,208.1
detrital,11.39,79.4,111.5,0.93,21.7,26.57,32.2,3.8,5.91,21.86,22.18,34.47,209.5
detrital,40.5,136.6,190.9,3.2,40.2,45.6,55.6,4.88,9.46,25.68,38.8,46.69,366.0
detrital,13.39,35.8,67.5,0.23,6.8,13.87,30.17,0.75,1.66,26.37,16.36,51.53,178.2
detrital,18.34,77.7,121.3,0.93,17.66,27.3,41.8,1.91,4.17,35.17,27.4,54.02,271.0
detrital,18.28,87.1,142.0,0.73,17.85,31.3,48.7,2.02,4.42,14.06,31.5,54.46,314.0
detrital,18.33,135.9,198.3,1.6,32.0,45.6,62.5,5.3,8.87,38.59,41.73,62.09,402.0
detrital,9.91,66.7,117.2,0.22,12.8,25.2,40.5,0.86,2.3,22.72,26.7,62.68,268.0
detrital,7.55,42.3,73.5,0.1,8.69,15.74,24.91,0.6,1.78,21.43,16.12,69.13,157.6
detrital,8.28,85.6,139.3,0.34,18.8,31.3,41.7,1.38,3.28,25.85,29.5,72.42,279.0
detrital,13.37,76.7,128.2,0.32,15.36,28.23,42.0,1.59,3.5,19.59,28.47,73.15,280.4
detrital,9.05,48.3,84.2,0.15,10.07,17.79,28.3,0.86,2.04,45.66,18.47,73.79,182.3
detrital,27.8,36.1,68.8,0.2,8.16,13.83,29.6,0.82,1.64,64.24,16.73,84.45,176.5
detrital,5.11,51.4,79.3,0.16,12.01,17.54,28.1,1.25,2.7,22.25,17.44,100.8,171.3
detrital,13.38,169.6,250.5,0.42,38.2,58.8,67.5,3.38,8.68,39.59,50.9,104.0,462.0
detrital,33.5,58.2,95.2,0.94,15.29,20.67,38.5,3.08,4.29,43.03,22.14,107.59,228.8
detrital,16.28,78.3,129.4,0.21,15.71,28.9,38.9,1.13,3.02,34.44,27.69,108.35,258.5
detrital,3.85,16.94,35.49,0.44,3.21,6.8,22.87,0.5,0.73,32.28,9.47,109.94,111.8
detrital,13.95,88.2,137.7,0.25,20.06,30.76,42.7,2.92,5.05,39.72,29.5,110.14,281.5
detrital,27.97,65.5,76.8,4.14,27.3,19.31,27.1,6.65,8.92,64.16,16.34,110.34,164.5
detrital,13.72,38.0,66.5,0.2,7.29,14.28,24.61,0.78,1.69,41.36,15.2,112.53,153.6
detrital,17.92,125.2,197.4,0.28,28.6,44.8,56.7,3.3,6.31,49.83,41.76,113.94,384.0
detrital,3.1,80.7,117.2,0.35,19.1,27.1,34.4,1.82,4.15,39.55,25.0,116.21,236.0
detrital,30.9,42.7,92.0,0.43,7.65,17.65,48.2,0.8,1.66,54.02,24.22,121.67,275.6
detrital,12.7,95.5,152.9,0.42,21.45,33.75,51.2,3.62,5.81,45.61,33.87,122.94,327.3
detrital,12.83,42.8,74.2,0.43,10.34,15.81,29.34,1.07,2.18,71.01,17.34,123.36,178.2
detrital,13.55,145.4,194.3,2.3,40.0,46.6,54.6,9.78,12.7,58.31,40.17,135.16,374.7
detrital,11.64,22.82,46.6,0.15,3.77,9.21,22.09,0.41,0.76,30.85,11.95,138.0,130.9
detrital,6.12,49.0,82.7,0.65,9.79,17.86,31.29,1.18,2.31,61.65,19.01,143.38,194.6
detrital,15.91,245.6,345.3,0.26,56.8,84.0,87.9,9.34,15.83,98.86,68.6,147.6,599.0
detrital,16.42,227.0,338.0,1.12,47.4,79.5,78.5,4.54,10.26,45.29,67.3,152.09,578.0
detrital,20.61,119.6,191.1,0.35,23.2,43.2,55.7,2.53,5.12,50.41,40.8,161.42,381.0
detrital,5.56,114.4,223.1,0.12,17.31,45.2,79.8,0.73,2.57,44.87,51.2,169.42,518.0
detrital,4.83,117.0,231.0,1.27,24.2,46.5,93.6,3.05,5.08,57.31,54.4,177.9,565.0
detrital,52.3,274.0,396.0,6.4,63.6,91.4,112.7,21.3,25.3,87.31,83.8,187.53,772.0
detrital,23.08,161.4,262.8,0.72,32.7,58.4,80.0,2.71,6.71,63.7,58.0,205.59,542.0
detrital,18.69,111.3,158.7,0.6,27.1,38.1,42.6,5.57,7.92,54.6,33.28,216.69,297.0
detrital,14.91,78.8,155.6,0.66,15.16,31.3,64.3,1.1,2.73,107.81,36.86,217.28,386.0
detrital,6.98,61.1,95.4,0.31,15.61,21.58,28.17,2.12,3.66,92.27,20.13,222.65,186.3
detrital,31.5,72.3,128.7,0.57,15.22,26.59,47.5,1.43,3.51,128.75,29.77,223.27,303.0
detrital,9.74,84.6,140.1,0.18,17.54,31.11,43.7,1.1,3.09,56.71,30.44,225.63,295.2
detrital,19.02,212.2,303.0,0.45,59.7,70.7,79.0,10.96,17.22,146.05,60.9,241.24,553.0
